airline_iata,airline_id,departure_airport_iata,departure_airport_id,arrival_airport_iata,arrival_airport_id,codeshare,number_stops,plane_types
2B,410,AER,2965,KZN,2990,,0,CR2
2B,410,CEK,2968,KZN,2990,,0,CR2
2B,410,CEK,2968,OVB,4078,,0,CR2
2B,410,DME,4029,KZN,2990,,0,CR2
2B,410,DME,4029,NBC,6969,,0,CR2
2B,410,DME,4029,TGK,\N,,0,CR2
2B,410,DME,4029,UUA,6160,,0,CR2
2B,410,EGO,6156,KGD,2952,,0,CR2
2B,410,EGO,6156,KZN,2990,,0,CR2
2B,410,KGD,2952,EGO,6156,,0,CR2
2B,410,KZN,2990,AER,2965,,0,CR2
2B,410,KZN,2990,CEK,2968,,0,CR2
2B,410,KZN,2990,DME,4029,,0,CR2
2B,410,KZN,2990,EGO,6156,,0,CR2
2B,410,KZN,2990,LED,2948,,0,CR2
2B,410,LED,2948,KZN,2990,,0,CR2
2B,410,LED,2948,NBC,6969,,0,CR2
2B,410,LED,2948,UUA,6160,,0,CR2
2B,410,NBC,6969,DME,4029,,0,CR2
2B,410,NBC,6969,LED,2948,,0,CR2
2B,410,OVB,4078,CEK,2968,,0,CR2
2B,410,TGK,\N,DME,4029,,0,CR2
2B,410,UUA,6160,DME,4029,,0,CR2
2B,410,UUA,6160,LED,2948,,0,CR2
2G,1654,CEK,2968,OVB,4078,,0,A81
2G,1654,HTA,2935,IKT,2937,,0,AN4
2G,1654,IKT,2937,HTA,2935,,0,AN4
2G,1654,IKT,2937,OVB,4078,,0,A81
2G,1654,OVB,4078,CEK,2968,,0,A81
2G,1654,OVB,4078,IKT,2937,,0,A81
2L,2750,BDS,1506,ZRH,1678,,0,100
2L,2750,BOD,1264,ZRH,1678,,0,100
2L,2750,BRS,490,ZRH,1678,,0,100
2L,2750,ZRH,1678,BDS,1506,,0,100
2L,2750,ZRH,1678,BOD,1264,,0,100
2L,2750,ZRH,1678,BRS,490,,0,100
2N,3652,AJR,730,LYC,719,,0,ATP
2N,3652,ARN,737,GEV,715,,0,ATP
2N,3652,ARN,737,HAD,709,,0,SF3
2N,3652,ARN,737,JKG,688,,0,ATP SF3
2N,3652,ARN,737,KRF,718,,0,ATP
2N,3652,ARN,737,KSD,5595,,0,SF3
2N,3652,ARN,737,LYC,719,,0,ATP
2N,3652,ARN,737,MHQ,442,,0,SF3
2N,3652,ARN,737,OER,722,,0,ATR
2N,3652,ARN,737,POR,448,,0,SF3
2N,3652,ARN,737,TRF,664,,0,SF3
2N,3652,ARN,737,VBY,746,,0,SF3 ATP
2N,3652,ARN,737,VHM,729,,0,SF3
2N,3652,ARN,737,VXO,711,,0,SF3
2N,3652,GEV,715,ARN,737,,0,ATP
2N,3652,GEV,715,KRF,718,,0,ATP
2N,3652,HAD,709,ARN,737,,0,SF3 ATP
2N,3652,HAD,709,JKG,688,,0,ATP SF3
2N,3652,HAD,709,VXO,711,,0,SF3
2N,3652,HMV,5599,VHM,729,,0,SF3
2N,3652,JKG,688,ARN,737,,0,ATP SF3
2N,3652,JKG,688,HAD,709,,0,ATP SF3
2N,3652,KOK,435,POR,448,,0,SF3
2N,3652,KRF,718,ARN,737,,0,ATP
2N,3652,KRF,718,GEV,715,,0,ATP
2N,3652,KSD,5595,ARN,737,,0,SF3
2N,3652,LYC,719,AJR,730,,0,ATP
2N,3652,LYC,719,ARN,737,,0,ATP
2N,3652,MHQ,442,ARN,737,,0,SF3
2N,3652,MHQ,442,TKU,460,,0,SF3
2N,3652,OER,722,ARN,737,,0,ATR
2N,3652,OSL,644,VXO,711,,0,SF3
2N,3652,POR,448,ARN,737,,0,SF3
2N,3652,POR,448,KOK,435,,0,SF3
2N,3652,TKU,460,MHQ,442,,0,SF3
2N,3652,TRF,664,ARN,737,,0,SF3
2N,3652,VBY,746,ARN,737,,0,SF3 ATP
2N,3652,VHM,729,ARN,737,,0,SF3
2N,3652,VHM,729,HMV,5599,,0,SF3
2N,3652,VXO,711,ARN,737,,0,SF3
2N,3652,VXO,711,OSL,644,,0,SF3
3L,2916,ACH,1679,EBA,1558,,0,DH3
3L,2916,DRS,338,ZRH,1678,,0,DH3
3L,2916,DUS,345,FDH,382,,0,DH3
3L,2916,EBA,1558,ACH,1679,,0,DH3
3L,2916,EBA,1558,FDH,382,,0,DH3
3L,2916,EBA,1558,MUC,346,,0,DH3
3L,2916,EBA,1558,ZRH,1678,,0,DH3
3L,2916,FDH,382,DUS,345,,0,DH3
3L,2916,FDH,382,EBA,1558,,0,DH3
3L,2916,FDH,382,HAM,342,,0,AT7
3L,2916,FDH,382,OLB,1520,,0,AT7
3L,2916,FDH,382,ZAD,1209,,0,AT7
3L,2916,FMM,3986,NAP,1561,,0,AT7
3L,2916,GRZ,1609,ZRH,1678,,0,DH3
3L,2916,HAM,342,FDH,382,,0,AT7
3L,2916,MUC,346,EBA,1558,,0,DH3
3L,2916,NAP,1561,FMM,3986,,0,AT7
3L,2916,OLB,1520,FDH,382,,0,AT7
3L,2916,SZG,1612,ZRH,1678,,0,DH3
3L,2916,ZAD,1209,FDH,382,,0,AT7
3L,2916,ZRH,1678,DRS,338,,0,DH3
3L,2916,ZRH,1678,EBA,1558,,0,DH3
3L,2916,ZRH,1678,GRZ,1609,,0,DH3
3L,2916,ZRH,1678,SZG,1612,,0,DH3
3R,3545,DME,4029,EGO,6156,,0,SU9
3R,3545,DME,4029,TIV,1743,,0,SU9 73G
3R,3545,EGO,6156,DME,4029,,0,SU9
3R,3545,TIV,1743,DME,4029,,0,SU9 73G
4G,2524,EYK,8428,VKO,2988,,0,YK2
4G,2524,UCT,4368,VKO,2988,,0,YK2
4G,2524,VKO,2988,EYK,8428,,0,YK2
4G,2524,VKO,2988,UCT,4368,,0,YK2
4T,1401,PRN,1742,ZRH,1678,,0,320
4T,1401,SKP,1737,ZRH,1678,,0,320
4T,1401,ZRH,1678,PRN,1742,,0,320
4T,1401,ZRH,1678,SKP,1737,,0,320
4U,2548,AGP,1230,STR,350,,0,320 319
4U,2548,AMS,580,HAM,342,,0,CRJ
4U,2548,AOI,4309,DUS,345,,0,CRJ
4U,2548,ARN,737,CGN,344,,0,CRJ
4U,2548,ARN,737,DUS,345,,0,CRJ
4U,2548,ARN,737,HAM,342,,0,CRJ
4U,2548,ATH,3941,CGN,344,,0,319
4U,2548,ATH,3941,STR,350,,0,319
4U,2548,BCN,1218,CGN,344,,0,320 319
4U,2548,BCN,1218,DUS,345,,0,320 319
4U,2548,BCN,1218,HAJ,352,,0,319
4U,2548,BCN,1218,HAM,342,,0,319
4U,2548,BCN,1218,STR,350,,0,319 320
4U,2548,BDS,1506,STR,350,,0,319
4U,2548,BEG,1739,STR,350,,0,319
4U,2548,BGO,636,HAM,342,,0,CRJ
4U,2548,BHX,469,HAM,342,,0,CRJ
4U,2548,BIA,1321,CGN,344,,0,319
4U,2548,BIA,1321,DUS,345,,0,320
4U,2548,BIA,1321,HAM,342,,0,CRJ
4U,2548,BIA,1321,STR,350,,0,319
4U,2548,BIO,1216,DUS,345,,0,CRJ
4U,2548,BIO,1216,STR,350,,0,CRJ 319
4U,2548,BLQ,1538,CGN,344,,0,319
4U,2548,BRE,353,STR,350,,0,319 CRJ
4U,2548,BRI,1501,CGN,344,,0,319
4U,2548,BRI,1501,DUS,345,,0,CRJ
4U,2548,BRI,1501,STR,350,,0,319
4U,2548,BRU,302,STR,350,,0,319 CRJ
4U,2548,BSL,1423,DUS,345,,0,CRJ
4U,2548,BUD,1489,CGN,344,,0,319 320 CRJ
4U,2548,BUD,1489,HAM,342,,0,CRJ
4U,2548,BUD,1489,STR,350,,0,319 CRJ
4U,2548,CAG,1519,CGN,344,,0,319
4U,2548,CAG,1519,DUS,345,,0,CRJ
4U,2548,CAG,1519,STR,350,,0,319
4U,2548,CDG,1382,HAM,342,,0,319 CRJ
4U,2548,CFU,1460,CGN,344,,0,320 319
4U,2548,CFU,1460,DRS,338,,0,319
4U,2548,CFU,1460,STR,350,,0,319
4U,2548,CGN,344,ARN,737,,0,CRJ
4U,2548,CGN,344,ATH,3941,,0,319
4U,2548,CGN,344,BCN,1218,,0,320 319
4U,2548,CGN,344,BIA,1321,,0,319
4U,2548,CGN,344,BLQ,1538,,0,319
4U,2548,CGN,344,BRI,1501,,0,319
4U,2548,CGN,344,BUD,1489,,0,319 320 CRJ
4U,2548,CGN,344,CAG,1519,,0,319
4U,2548,CGN,344,CFU,1460,,0,320 319
4U,2548,CGN,344,CLY,1322,,0,319
4U,2548,CGN,344,CTA,1509,,0,319
4U,2548,CGN,344,DBV,1200,,0,319
4U,2548,CGN,344,DRS,338,,0,319 CRJ
4U,2548,CGN,344,DUB,599,,0,319
4U,2548,CGN,344,EDI,535,,0,319
4U,2548,CGN,344,FAO,1626,,0,319 320
4U,2548,CGN,344,FCO,1555,,0,319 320
4U,2548,CGN,344,FDH,382,,0,319 CRJ
4U,2548,CGN,344,HAM,342,,0,319 CRJ
4U,2548,CGN,344,HDF,5557,,0,CRJ
4U,2548,CGN,344,HER,1452,,0,320 319
4U,2548,CGN,344,IBZ,1225,,0,320 319
4U,2548,CGN,344,JMK,1468,,0,319
4U,2548,CGN,344,JTR,1479,,0,319
4U,2548,CGN,344,KGS,1458,,0,319
4U,2548,CGN,344,KLU,4322,,0,CRJ
4U,2548,CGN,344,KVA,1462,,0,319 320
4U,2548,CGN,344,LEJ,348,,0,CRJ 319 320
4U,2548,CGN,344,LHR,507,,0,319 320
4U,2548,CGN,344,LIS,1638,,0,319 320
4U,2548,CGN,344,MAN,478,,0,319
4U,2548,CGN,344,MXP,1524,,0,319 CRJ
4U,2548,CGN,344,NAP,1561,,0,319 320
4U,2548,CGN,344,NCE,1354,,0,319 320
4U,2548,CGN,344,OLB,1520,,0,319
4U,2548,CGN,344,PMI,3998,,0,320 319
4U,2548,CGN,344,PMO,1512,,0,319 CRJ
4U,2548,CGN,344,PRG,1587,,0,319 320 CRJ
4U,2548,CGN,344,PSA,1562,,0,319
4U,2548,CGN,344,PUY,1203,,0,319 CRJ
4U,2548,CGN,344,RHO,1472,,0,320
4U,2548,CGN,344,RJK,1205,,0,319
4U,2548,CGN,344,RLG,772,,0,319
4U,2548,CGN,344,SJJ,1646,,0,319
4U,2548,CGN,344,SKG,1486,,0,319 320
4U,2548,CGN,344,SPU,1206,,0,319
4U,2548,CGN,344,STN,548,,0,319
4U,2548,CGN,344,SUF,1508,,0,319
4U,2548,CGN,344,SZG,1612,,0,319
4U,2548,CGN,344,VCE,1551,,0,320 319
4U,2548,CGN,344,VIE,1613,,0,319 320
4U,2548,CGN,344,VRN,1550,,0,319
4U,2548,CGN,344,WAW,679,,0,CRJ
4U,2548,CGN,344,XRY,1226,,0,319
4U,2548,CGN,344,ZAD,1209,,0,319
4U,2548,CGN,344,ZAG,1208,,0,CRJ 319
4U,2548,CGN,344,ZRH,1678,,0,320 319
4U,2548,CLY,1322,CGN,344,,0,319
4U,2548,CTA,1509,CGN,344,,0,319
4U,2548,CTA,1509,DUS,345,,0,CRJ
4U,2548,CTA,1509,HAJ,352,,0,319
4U,2548,CTA,1509,HAM,342,,0,319
4U,2548,CTA,1509,STR,350,,0,319
4U,2548,CWL,488,DUS,345,,0,CRJ
4U,2548,DBV,1200,CGN,344,,0,319
4U,2548,DBV,1200,DUS,345,,0,CRJ
4U,2548,DBV,1200,HAJ,352,,0,319
4U,2548,DBV,1200,HAM,342,,0,319
4U,2548,DBV,1200,STR,350,,0,319
4U,2548,DRS,338,CFU,1460,,0,319
4U,2548,DRS,338,CGN,344,,0,319 CRJ
4U,2548,DRS,338,DUS,345,,0,319 CRJ
4U,2548,DRS,338,STR,350,,0,319 CRJ
4U,2548,DTM,373,HDF,5557,,0,319
4U,2548,DTM,373,MUC,346,,0,319
4U,2548,DTM,373,PMI,3998,,0,319 320
4U,2548,DTM,373,SPU,1206,,0,319
4U,2548,DUB,599,CGN,344,,0,319
4U,2548,DUB,599,DUS,345,,0,CRJ
4U,2548,DUS,345,AOI,4309,,0,CRJ
4U,2548,DUS,345,ARN,737,,0,CRJ
4U,2548,DUS,345,BCN,1218,,0,320 319
4U,2548,DUS,345,BIA,1321,,0,320
4U,2548,DUS,345,BIO,1216,,0,CRJ
4U,2548,DUS,345,BRI,1501,,0,CRJ
4U,2548,DUS,345,BSL,1423,,0,CRJ
4U,2548,DUS,345,CAG,1519,,0,CRJ
4U,2548,DUS,345,CTA,1509,,0,CRJ
4U,2548,DUS,345,CWL,488,,0,CRJ
4U,2548,DUS,345,DBV,1200,,0,CRJ
4U,2548,DUS,345,DRS,338,,0,319 CRJ
4U,2548,DUS,345,DUB,599,,0,CRJ
4U,2548,DUS,345,GVA,1665,,0,CRJ
4U,2548,DUS,345,HDF,5557,,0,CRJ
4U,2548,DUS,345,HER,1452,,0,319
4U,2548,DUS,345,IBZ,1225,,0,320
4U,2548,DUS,345,KTW,671,,0,CRJ
4U,2548,DUS,345,LEJ,348,,0,CRJ
4U,2548,DUS,345,LYS,1335,,0,CRJ
4U,2548,DUS,345,MAD,1229,,0,CRJ
4U,2548,DUS,345,MPL,1359,,0,CRJ
4U,2548,DUS,345,MXP,1524,,0,CRJ 320
4U,2548,DUS,345,NQY,481,,0,CRJ
4U,2548,DUS,345,NUE,347,,0,CRJ
4U,2548,DUS,345,OLB,1520,,0,CRJ
4U,2548,DUS,345,PMI,3998,,0,320
4U,2548,DUS,345,POZ,674,,0,CRJ
4U,2548,DUS,345,PRG,1587,,0,CRJ
4U,2548,DUS,345,PRN,1742,,0,319
4U,2548,DUS,345,SKG,1486,,0,319 320
4U,2548,DUS,345,SPU,1206,,0,319
4U,2548,DUS,345,SUF,1508,,0,CRJ
4U,2548,DUS,345,TRN,1526,,0,CRJ
4U,2548,DUS,345,VCE,1551,,0,320 319
4U,2548,DUS,345,WAW,679,,0,CRJ
4U,2548,DUS,345,WRO,680,,0,CRJ
4U,2548,DUS,345,ZAD,1209,,0,CRJ
4U,2548,EDI,535,CGN,344,,0,319
4U,2548,FAO,1626,CGN,344,,0,319 320
4U,2548,FAO,1626,HAM,342,,0,319
4U,2548,FAO,1626,STR,350,,0,319 320
4U,2548,FCO,1555,CGN,344,,0,319 320
4U,2548,FCO,1555,HAJ,352,,0,319
4U,2548,FCO,1555,HAM,342,,0,319
4U,2548,FCO,1555,STR,350,,0,319
4U,2548,FDH,382,CGN,344,,0,319 CRJ
4U,2548,FKB,4166,HAM,342,,0,CRJ
4U,2548,FMM,3986,HAM,342,,0,CRJ
4U,2548,FRA,340,HDF,5557,,0,CRJ
4U,2548,GVA,1665,DUS,345,,0,CRJ
4U,2548,GVA,1665,HAM,342,,0,CRJ
4U,2548,HAJ,352,BCN,1218,,0,319
4U,2548,HAJ,352,CTA,1509,,0,319
4U,2548,HAJ,352,DBV,1200,,0,319
4U,2548,HAJ,352,FCO,1555,,0,319
4U,2548,HAJ,352,HER,1452,,0,319
4U,2548,HAJ,352,MXP,1524,,0,319
4U,2548,HAJ,352,NAP,1561,,0,319
4U,2548,HAJ,352,PMI,3998,,0,319
4U,2548,HAJ,352,PRN,1742,,0,319
4U,2548,HAJ,352,SKG,1486,,0,319
4U,2548,HAJ,352,SPU,1206,,0,319
4U,2548,HAJ,352,STN,548,,0,319
4U,2548,HAJ,352,STR,350,,0,319
4U,2548,HAJ,352,SUF,1508,,0,319
4U,2548,HAJ,352,VCE,1551,,0,319
4U,2548,HAJ,352,VIE,1613,,0,319
4U,2548,HAM,342,AMS,580,,0,CRJ
4U,2548,HAM,342,ARN,737,,0,CRJ
4U,2548,HAM,342,BCN,1218,,0,319
4U,2548,HAM,342,BGO,636,,0,CRJ
4U,2548,HAM,342,BHX,469,,0,CRJ
4U,2548,HAM,342,BIA,1321,,0,CRJ
4U,2548,HAM,342,BUD,1489,,0,CRJ
4U,2548,HAM,342,CDG,1382,,0,319 CRJ
4U,2548,HAM,342,CGN,344,,0,319 CRJ
4U,2548,HAM,342,CTA,1509,,0,319
4U,2548,HAM,342,DBV,1200,,0,319
4U,2548,HAM,342,FAO,1626,,0,319
4U,2548,HAM,342,FCO,1555,,0,319
4U,2548,HAM,342,FKB,4166,,0,CRJ
4U,2548,HAM,342,FMM,3986,,0,CRJ
4U,2548,HAM,342,GVA,1665,,0,CRJ
4U,2548,HAM,342,HER,1452,,0,319
4U,2548,HAM,342,KLU,4322,,0,319 CRJ
4U,2548,HAM,342,LHR,507,,0,319 CRJ
4U,2548,HAM,342,MAD,1229,,0,CRJ
4U,2548,HAM,342,MAN,478,,0,CRJ
4U,2548,HAM,342,MXP,1524,,0,319 CRJ
4U,2548,HAM,342,NAP,1561,,0,319
4U,2548,HAM,342,NCE,1354,,0,319
4U,2548,HAM,342,NUE,347,,0,CRJ
4U,2548,HAM,342,OLB,1520,,0,319
4U,2548,HAM,342,OSL,644,,0,CRJ
4U,2548,HAM,342,PMI,3998,,0,319
4U,2548,HAM,342,PRG,1587,,0,CRJ
4U,2548,HAM,342,PRN,1742,,0,319
4U,2548,HAM,342,RJK,1205,,0,319
4U,2548,HAM,342,SKG,1486,,0,319
4U,2548,HAM,342,SPU,1206,,0,319
4U,2548,HAM,342,STR,350,,0,319 CRJ
4U,2548,HAM,342,TLS,1273,,0,CRJ
4U,2548,HAM,342,VCE,1551,,0,319 CRJ
4U,2548,HAM,342,VIE,1613,,0,319 CRJ
4U,2548,HAM,342,VRN,1550,,0,CRJ
4U,2548,HAM,342,ZRH,1678,,0,319 CRJ
4U,2548,HDF,5557,CGN,344,,0,CRJ
4U,2548,HDF,5557,DTM,373,,0,319
4U,2548,HDF,5557,DUS,345,,0,CRJ
4U,2548,HDF,5557,FRA,340,,0,CRJ
4U,2548,HDF,5557,STR,350,,0,CRJ
4U,2548,HER,1452,CGN,344,,0,320 319
4U,2548,HER,1452,DUS,345,,0,319
4U,2548,HER,1452,HAJ,352,,0,319
4U,2548,HER,1452,HAM,342,,0,319
4U,2548,HER,1452,STR,350,,0,319
4U,2548,IBZ,1225,CGN,344,,0,320 319
4U,2548,IBZ,1225,DUS,345,,0,320
4U,2548,IBZ,1225,STR,350,,0,319
4U,2548,JMK,1468,CGN,344,,0,319
4U,2548,JTR,1479,CGN,344,,0,319
4U,2548,KGS,1458,CGN,344,,0,319
4U,2548,KLU,4322,CGN,344,,0,CRJ
4U,2548,KLU,4322,HAM,342,,0,319 CRJ
4U,2548,KRK,669,STR,350,,0,CRJ
4U,2548,KTW,671,DUS,345,,0,CRJ
4U,2548,KVA,1462,CGN,344,,0,319 320
4U,2548,KVA,1462,STR,350,,0,319
4U,2548,LEJ,348,CGN,344,,0,CRJ 319 320
4U,2548,LEJ,348,DUS,345,,0,CRJ
4U,2548,LEJ,348,STR,350,,0,319 CRJ
4U,2548,LHR,507,CGN,344,,0,319 320
4U,2548,LHR,507,HAM,342,,0,319 CRJ
4U,2548,LHR,507,STR,350,,0,319 320
4U,2548,LIS,1638,CGN,344,,0,319 320
4U,2548,LIS,1638,STR,350,,0,319
4U,2548,LYS,1335,DUS,345,,0,CRJ
4U,2548,MAD,1229,DUS,345,,0,CRJ
4U,2548,MAD,1229,HAM,342,,0,CRJ
4U,2548,MAN,478,CGN,344,,0,319
4U,2548,MAN,478,HAM,342,,0,CRJ
4U,2548,MPL,1359,DUS,345,,0,CRJ
4U,2548,MUC,346,DTM,373,,0,319
4U,2548,MXP,1524,CGN,344,,0,319 CRJ
4U,2548,MXP,1524,DUS,345,,0,CRJ 320
4U,2548,MXP,1524,HAJ,352,,0,319
4U,2548,MXP,1524,HAM,342,,0,319 CRJ
4U,2548,MXP,1524,STR,350,,0,CRJ 319
4U,2548,NAP,1561,CGN,344,,0,319 320
4U,2548,NAP,1561,HAJ,352,,0,319
4U,2548,NAP,1561,HAM,342,,0,319
4U,2548,NAP,1561,STR,350,,0,319
4U,2548,NCE,1354,CGN,344,,0,319 320
4U,2548,NCE,1354,HAM,342,,0,319
4U,2548,NQY,481,DUS,345,,0,CRJ
4U,2548,NUE,347,DUS,345,,0,CRJ
4U,2548,NUE,347,HAM,342,,0,CRJ
4U,2548,OLB,1520,CGN,344,,0,319
4U,2548,OLB,1520,DUS,345,,0,CRJ
4U,2548,OLB,1520,HAM,342,,0,319
4U,2548,OLB,1520,STR,350,,0,319
4U,2548,OSL,644,HAM,342,,0,CRJ
4U,2548,PMI,3998,CGN,344,,0,320 319
4U,2548,PMI,3998,DTM,373,,0,319 320
4U,2548,PMI,3998,DUS,345,,0,320
4U,2548,PMI,3998,HAJ,352,,0,319
4U,2548,PMI,3998,HAM,342,,0,319
4U,2548,PMI,3998,STR,350,,0,319 320
4U,2548,PMO,1512,CGN,344,,0,319 CRJ
4U,2548,POZ,674,DUS,345,,0,CRJ
4U,2548,PRG,1587,CGN,344,,0,319 320 CRJ
4U,2548,PRG,1587,DUS,345,,0,CRJ
4U,2548,PRG,1587,HAM,342,,0,CRJ
4U,2548,PRN,1742,DUS,345,,0,319
4U,2548,PRN,1742,HAJ,352,,0,319
4U,2548,PRN,1742,HAM,342,,0,319
4U,2548,PRN,1742,STR,350,,0,319
4U,2548,PSA,1562,CGN,344,,0,319
4U,2548,PUY,1203,CGN,344,,0,319 CRJ
4U,2548,RHO,1472,CGN,344,,0,320
4U,2548,RJK,1205,CGN,344,,0,319
4U,2548,RJK,1205,HAM,342,,0,319
4U,2548,RJK,1205,STR,350,,0,319
4U,2548,RLG,772,CGN,344,,0,319
4U,2548,RLG,772,STR,350,,0,319
4U,2548,SJJ,1646,CGN,344,,0,319
4U,2548,SJJ,1646,STR,350,,0,319
4U,2548,SKG,1486,CGN,344,,0,319 320
4U,2548,SKG,1486,DUS,345,,0,319 320
4U,2548,SKG,1486,HAJ,352,,0,319
4U,2548,SKG,1486,HAM,342,,0,319
4U,2548,SKG,1486,STR,350,,0,319 320
4U,2548,SPU,1206,CGN,344,,0,319
4U,2548,SPU,1206,DTM,373,,0,319
4U,2548,SPU,1206,DUS,345,,0,319
4U,2548,SPU,1206,HAJ,352,,0,319
4U,2548,SPU,1206,HAM,342,,0,319
4U,2548,SPU,1206,STR,350,,0,319 320
4U,2548,STN,548,CGN,344,,0,319
4U,2548,STN,548,HAJ,352,,0,319
4U,2548,STN,548,STR,350,,0,319
4U,2548,STR,350,AGP,1230,,0,320 319
4U,2548,STR,350,ATH,3941,,0,319
4U,2548,STR,350,BCN,1218,,0,319 320
4U,2548,STR,350,BDS,1506,,0,319
4U,2548,STR,350,BEG,1739,,0,319
4U,2548,STR,350,BIA,1321,,0,319
4U,2548,STR,350,BIO,1216,,0,CRJ 319
4U,2548,STR,350,BRE,353,,0,319 CRJ
4U,2548,STR,350,BRI,1501,,0,319
4U,2548,STR,350,BRU,302,,0,319 CRJ
4U,2548,STR,350,BUD,1489,,0,319 CRJ
4U,2548,STR,350,CAG,1519,,0,319
4U,2548,STR,350,CFU,1460,,0,319
4U,2548,STR,350,CTA,1509,,0,319
4U,2548,STR,350,DBV,1200,,0,319
4U,2548,STR,350,DRS,338,,0,319 CRJ
4U,2548,STR,350,FAO,1626,,0,319 320
4U,2548,STR,350,FCO,1555,,0,319
4U,2548,STR,350,HAJ,352,,0,319
4U,2548,STR,350,HAM,342,,0,319 CRJ
4U,2548,STR,350,HDF,5557,,0,CRJ
4U,2548,STR,350,HER,1452,,0,319
4U,2548,STR,350,IBZ,1225,,0,319
4U,2548,STR,350,KRK,669,,0,CRJ
4U,2548,STR,350,KVA,1462,,0,319
4U,2548,STR,350,LEJ,348,,0,319 CRJ
4U,2548,STR,350,LHR,507,,0,319 320
4U,2548,STR,350,LIS,1638,,0,319
4U,2548,STR,350,MXP,1524,,0,CRJ 319
4U,2548,STR,350,NAP,1561,,0,319
4U,2548,STR,350,OLB,1520,,0,319
4U,2548,STR,350,PMI,3998,,0,319 320
4U,2548,STR,350,PRN,1742,,0,319
4U,2548,STR,350,RJK,1205,,0,319
4U,2548,STR,350,RLG,772,,0,319
4U,2548,STR,350,SJJ,1646,,0,319
4U,2548,STR,350,SKG,1486,,0,319 320
4U,2548,STR,350,SPU,1206,,0,319 320
4U,2548,STR,350,STN,548,,0,319
4U,2548,STR,350,SUF,1508,,0,319
4U,2548,STR,350,VIE,1613,,0,319 320 CRJ
4U,2548,STR,350,ZAD,1209,,0,319
4U,2548,STR,350,ZAG,1208,,0,319
4U,2548,SUF,1508,CGN,344,,0,319
4U,2548,SUF,1508,DUS,345,,0,CRJ
4U,2548,SUF,1508,HAJ,352,,0,319
4U,2548,SUF,1508,STR,350,,0,319
4U,2548,SZG,1612,CGN,344,,0,319
4U,2548,TLS,1273,HAM,342,,0,CRJ
4U,2548,TRN,1526,DUS,345,,0,CRJ
4U,2548,VCE,1551,CGN,344,,0,320 319
4U,2548,VCE,1551,DUS,345,,0,320 319
4U,2548,VCE,1551,HAJ,352,,0,319
4U,2548,VCE,1551,HAM,342,,0,319 CRJ
4U,2548,VIE,1613,CGN,344,,0,319 320
4U,2548,VIE,1613,HAJ,352,,0,319
4U,2548,VIE,1613,HAM,342,,0,319 CRJ
4U,2548,VIE,1613,STR,350,,0,319 320 CRJ
4U,2548,VRN,1550,CGN,344,,0,319
4U,2548,VRN,1550,HAM,342,,0,CRJ
4U,2548,WAW,679,CGN,344,,0,CRJ
4U,2548,WAW,679,DUS,345,,0,CRJ
4U,2548,WRO,680,DUS,345,,0,CRJ
4U,2548,XRY,1226,CGN,344,,0,319
4U,2548,ZAD,1209,CGN,344,,0,319
4U,2548,ZAD,1209,DUS,345,,0,CRJ
4U,2548,ZAD,1209,STR,350,,0,319
4U,2548,ZAG,1208,CGN,344,,0,CRJ 319
4U,2548,ZAG,1208,STR,350,,0,319
4U,2548,ZRH,1678,CGN,344,,0,320 319
4U,2548,ZRH,1678,HAM,342,,0,319 CRJ
5N,503,ARH,4362,LED,2948,,0,735
5N,503,ARH,4362,MMK,2949,Y,0,AN4
5N,503,ARH,4362,NNM,4371,,0,AT5
5N,503,ARH,4362,SVO,2985,,0,735
5N,503,ARH,4362,USK,4369,Y,0,AN4
5N,503,LED,2948,ARH,4362,,0,735
5N,503,LED,2948,MMK,2949,,0,735
5N,503,LED,2948,SCW,2989,,0,735
5N,503,MMK,2949,ARH,4362,Y,0,AN4
5N,503,MMK,2949,LED,2948,,0,735
5N,503,MMK,2949,SVO,2985,,0,735
5N,503,MMK,2949,TOS,663,Y,0,AN4
5N,503,NNM,4371,ARH,4362,,0,AT5
5N,503,SCW,2989,LED,2948,,0,735
5N,503,SCW,2989,SVO,2985,,0,735
5N,503,SVO,2985,ARH,4362,,0,735
5N,503,SVO,2985,MMK,2949,,0,735
5N,503,SVO,2985,SCW,2989,,0,735
5N,503,TOS,663,MMK,2949,Y,0,AN4
5N,503,USK,4369,ARH,4362,Y,0,AN4
6I,17095,CPH,609,SGD,619,,0,AT7
6I,17095,SGD,619,CPH,609,,0,AT7
6R,1340,DME,4029,KRR,2960,,0,738 73G
6R,1340,DME,4029,LED,2948,,0,738
6R,1340,KRR,2960,DME,4029,,0,738 73G
6R,1340,KRR,2960,OVB,4078,,0,738
6R,1340,LED,2948,DME,4029,,0,738
6R,1340,LED,2948,OVB,4078,,0,738
6R,1340,OVB,4078,KRR,2960,,0,738
6R,1340,OVB,4078,LED,2948,,0,738
7E,563,GWT,410,HAM,342,,0,CNA
7E,563,HAM,342,GWT,410,,0,CNA
7R,1469,CSY,6162,DME,4029,,0,CR2
7R,1469,CSY,6162,LED,2948,,0,CR2
7R,1469,DME,4029,CSY,6162,,0,CR2
7R,1469,DME,4029,EGO,6156,,0,CR2
7R,1469,DME,4029,ESL,6125,,0,CR2
7R,1469,DME,4029,GRV,6122,,0,CR2
7R,1469,DME,4029,IJK,6141,,0,CR2
7R,1469,DME,4029,MCX,2961,,0,CR2
